County,Year,Value_inches,Anomaly
Manatee County,2002,59.48,5.61
Manatee County,2003,69.03,15.16
Manatee County,2004,59.33,5.46
Manatee County,2005,55.27,1.4
Manatee County,2006,49.31,-4.56
Manatee County,2007,39.41,-14.46
Manatee County,2008,47.25,-6.62
Manatee County,2009,51.92,-1.95
Manatee County,2010,48.72,-5.15
Manatee County,2011,46.67,-7.2
Manatee County,2012,53.58,-0.29
Manatee County,2013,56.39,2.52
Manatee County,2014,59.79,5.92
Manatee County,2015,55.93,2.06
Manatee County,2016,58.52,4.65
Manatee County,2017,60.8,6.93
Manatee County,2018,58.12,4.25
Manatee County,2019,52.9,-0.97
Marion County,2020,54.52,0.65
Marion County,2000,34.27,-17.78
Marion County,2001,48.44,-3.61
Marion County,2002,59.94,7.89
Marion County,2003,54.17,2.12
Marion County,2004,63.17,11.12
Marion County,2005,58.52,6.47
Marion County,2006,37.92,-14.13
Marion County,2007,50.15,-1.9
Marion County,2008,49.75,-2.3
Marion County,2009,51.86,-0.19
Marion County,2010,49.2,-2.85
Marion County,2011,48.95,-3.1
Marion County,2012,52.99,0.94
Marion County,2013,51.44,-0.61
Marion County,2014,59.65,7.6
Marion County,2015,50.37,-1.68
Marion County,2016,46.92,-5.13
Marion County,2017,60.84,8.79
Marion County,2018,63.97,11.92
Marion County,2019,50.52,-1.53
Martin County,2020,50.06,-1.99
Martin County,2000,42.34,-10.22
Martin County,2001,60.52,7.96
Martin County,2002,50.58,-1.98
Martin County,2003,54.83,2.27
Martin County,2004,60.07,7.51
Martin County,2005,57.74,5.18
Martin County,2006,36.49,-16.07
Martin County,2007,51.04,-1.52
Martin County,2008,62.26,9.7
Martin County,2009,46.01,-6.55
Martin County,2010,49.49,-3.07
Martin County,2011,45.42,-7.14
Martin County,2012,47.36,-5.2
Martin County,2013,49.67,-2.89
Martin County,2014,51.07,-1.49
Martin County,2015,43.29,-9.27
Martin County,2016,52.22,-0.34
Martin County,2017,63.85,11.29
Martin County,2018,46.83,-5.73
Martin County,2019,59.49,6.93
Miami-Dade County,2020,73.28,20.72
Miami-Dade County,2000,52.82,-3.2
Miami-Dade County,2001,64.01,7.99
Miami-Dade County,2002,54.86,-1.16
Miami-Dade County,2003,61.45,5.43
Miami-Dade County,2004,45.76,-10.26
Miami-Dade County,2005,57.32,1.3
Miami-Dade County,2006,46.57,-9.45
Miami-Dade County,2007,54.23,-1.79
Miami-Dade County,2008,53.38,-2.64
Miami-Dade County,2009,50.95,-5.07
Miami-Dade County,2010,56.46,0.44
Miami-Dade County,2011,55.93,-0.09
Miami-Dade County,2012,68.47,12.45
Miami-Dade County,2013,60.51,4.49
Miami-Dade County,2014,50.03,-5.99
Miami-Dade County,2015,56.8,0.78
Miami-Dade County,2016,54.14,-1.88
Miami-Dade County,2017,58.61,2.59
Miami-Dade County,2018,49.61,-6.41
Miami-Dade County,2019,53.93,-2.09
Monroe County,2020,70.63,14.61
Monroe County,2000,45.53,-4.48
Monroe County,2001,57.3,7.29
Monroe County,2002,48.86,-1.15
Monroe County,2003,55.32,5.31
Monroe County,2004,39.88,-10.13
Monroe County,2005,48.07,-1.94
Monroe County,2006,43.97,-6.04
Monroe County,2007,48.67,-1.34
Monroe County,2008,50.84,0.83
Monroe County,2009,44.25,-5.76
Monroe County,2010,52.53,2.52
Monroe County,2011,52.05,2.04
Monroe County,2012,57.05,7.04
Monroe County,2013,51.73,1.72
Monroe County,2014,44.61,-5.4
Monroe County,2015,51.33,1.32
Monroe County,2016,47.8,-2.21
Monroe County,2017,52.65,2.64
Monroe County,2018,45.51,-4.5
Monroe County,2019,49.37,-0.64
Nassau County,2020,62.98,12.97
Nassau County,2000,40.46,-8.93
Nassau County,2001,43.12,-6.27
Nassau County,2002,52.29,2.9
Nassau County,2003,49.68,0.29
Nassau County,2004,57.13,7.74
Nassau County,2005,60.92,11.53
Nassau County,2006,35.05,-14.34
Nassau County,2007,45.09,-4.3
Nassau County,2008,51.21,1.82
Nassau County,2009,55.57,6.18
Nassau County,2010,33.18,-16.21
Nassau County,2011,44.93,-4.46
Nassau County,2012,55.02,5.63
Nassau County,2013,52.07,2.68
Nassau County,2014,61.3,11.91
Nassau County,2015,48.63,-0.76
Nassau County,2016,41.96,-7.43
Nassau County,2017,56.01,6.62
Nassau County,2018,54.15,4.76
Nassau County,2019,44.82,-4.57
Okaloosa County,2020,54.59,5.2
Okaloosa County,2000,47.63,-13.02
Okaloosa County,2001,50.19,-10.46
Okaloosa County,2002,65.19,4.54
Okaloosa County,2003,69.49,8.84
Okaloosa County,2004,69.61,8.96
Okaloosa County,2005,71.84,11.19
Okaloosa County,2006,39.58,-21.07
Okaloosa County,2007,52.86,-7.79
Okaloosa County,2008,55.53,-5.12
Okaloosa County,2009,78.2,17.55
Okaloosa County,2010,54.34,-6.31
Okaloosa County,2011,45.59,-15.06
Okaloosa County,2012,58.03,-2.62
Okaloosa County,2013,70.44,9.79
Okaloosa County,2014,64.37,3.72
Okaloosa County,2015,56.55,-4.1
Okaloosa County,2016,56.51,-4.14
Okaloosa County,2017,73.38,12.73
Okaloosa County,2018,72.63,11.98
Okaloosa County,2019,52.64,-8.01
Okeechobee County,2020,69.15,8.5
Okeechobee County,2000,28.71,-21.3
Okeechobee County,2001,53.17,3.16
Okeechobee County,2002,53.17,3.16
Okeechobee County,2003,55.88,5.87
Okeechobee County,2004,60.84,10.83
Okeechobee County,2005,54.71,4.7
Okeechobee County,2006,35.68,-14.33
Okeechobee County,2007,41.66,-8.35
Okeechobee County,2008,53.74,3.73
Okeechobee County,2009,42.69,-7.32
Okeechobee County,2010,46.46,-3.55
Okeechobee County,2011,46.21,-3.8
Okeechobee County,2012,49.38,-0.63
Okeechobee County,2013,50.79,0.78
Okeechobee County,2014,52.32,2.31
Okeechobee County,2015,50.69,0.68
Okeechobee County,2016,57.87,7.86
Okeechobee County,2017,56.41,6.4
Okeechobee County,2018,47.21,-2.8
Okeechobee County,2019,50.97,0.96
Orange County,2020,61.74,11.73
Orange County,2000,30.86,-19.34
Orange County,2001,51.06,0.86
Orange County,2002,67.76,17.56
Orange County,2003,53.04,2.84
Orange County,2004,54.67,4.47
Orange County,2005,60.61,10.41
Orange County,2006,40.03,-10.17
Orange County,2007,39.64,-10.56
Orange County,2008,52.17,1.97
Orange County,2009,49.04,-1.16
Orange County,2010,43.97,-6.23
Orange County,2011,52.38,2.18
Orange County,2012,43.9,-6.3
Orange County,2013,47.32,-2.88
Orange County,2014,57.21,7.01
Orange County,2015,49.31,-0.89
Orange County,2016,51.26,1.06
Orange County,2017,52.26,2.06
Orange County,2018,53.92,3.72
Orange County,2019,53.08,2.88
Osceola County,2020,50.72,0.52
Osceola County,2000,33.66,-17.3
Osceola County,2001,51.55,0.59
Osceola County,2002,62.99,12.03
Osceola County,2003,53,2.04
Osceola County,2004,55.74,4.78
Osceola County,2005,62.86,11.9
Osceola County,2006,38.91,-12.05
Osceola County,2007,40.17,-10.79
Osceola County,2008,56.51,5.55
Osceola County,2009,46.66,-4.3
Osceola County,2010,44.8,-6.16
Osceola County,2011,51.48,0.52
Osceola County,2012,43.74,-7.22
Osceola County,2013,49.52,-1.44
Osceola County,2014,57.2,6.24
Osceola County,2015,54.12,3.16
Osceola County,2016,54.87,3.91
Osceola County,2017,53.97,3.01
Osceola County,2018,52.79,1.83
Osceola County,2019,53.54,2.58
Palm Beach County,2020,52.04,1.08
Palm Beach County,2000,45.33,-9.51
Palm Beach County,2001,59.87,5.03
Palm Beach County,2002,58.15,3.31
Palm Beach County,2003,57.28,2.44
Palm Beach County,2004,57.51,2.67
Palm Beach County,2005,55.81,0.97
Palm Beach County,2006,42.55,-12.29
Palm Beach County,2007,50.45,-4.39
Palm Beach County,2008,57.15,2.31
Palm Beach County,2009,51.23,-3.61
Palm Beach County,2010,50.76,-4.08
Palm Beach County,2011,46.79,-8.05
Palm Beach County,2012,60.61,5.77
Palm Beach County,2013,57.48,2.64
Palm Beach County,2014,57.13,2.29
Palm Beach County,2015,48.71,-6.13
Palm Beach County,2016,50.68,-4.16
Palm Beach County,2017,61.84,7
Palm Beach County,2018,50.25,-4.59
Palm Beach County,2019,60.53,5.69
Pasco County,2020,71.6,16.76
Pasco County,2000,37.96,-15.29
Pasco County,2001,49.98,-3.27
Pasco County,2002,62.6,9.35
Pasco County,2003,61.46,8.21
Pasco County,2004,62.12,8.87
Pasco County,2005,52.9,-0.35
Pasco County,2006,41.87,-11.38
Pasco County,2007,43.27,-9.98
Pasco County,2008,44.51,-8.74
Pasco County,2009,54.26,1.01
Pasco County,2010,46.73,-6.52
Pasco County,2011,54.13,0.88
Pasco County,2012,60.38,7.13
Pasco County,2013,52.77,-0.48
Pasco County,2014,60.92,7.67
Pasco County,2015,55.39,2.14
Pasco County,2016,52.68,-0.57
Pasco County,2017,50.56,-2.69
Pasco County,2018,62.27,9.02
Pasco County,2019,59.48,6.23
Pinellas County,2020,51.99,-1.26
Pinellas County,2000,40.03,-13.04
Pinellas County,2001,50.56,-2.51
Pinellas County,2002,59.9,6.83
Pinellas County,2003,59.98,6.91
Pinellas County,2004,65.19,12.12
Pinellas County,2005,45.29,-7.78
Pinellas County,2006,43.38,-9.69
Pinellas County,2007,41.62,-11.45
Pinellas County,2008,47.57,-5.5
Pinellas County,2009,54.14,1.07
Pinellas County,2010,47.1,-5.97
Pinellas County,2011,60.43,7.36
Pinellas County,2012,56.83,3.76
Pinellas County,2013,52.19,-0.88
Pinellas County,2014,56.11,3.04
Pinellas County,2015,56.42,3.35
Pinellas County,2016,53.76,0.69
Pinellas County,2017,51.23,-1.84
Pinellas County,2018,59.69,6.62
Pinellas County,2019,61.7,8.63
Polk County,2020,51.45,-1.62
Polk County,2000,34.24,-18.23
Polk County,2001,53.83,1.36
Polk County,2002,66.28,13.81
Polk County,2003,57.67,5.2
Polk County,2004,55.48,3.01
Polk County,2005,60.44,7.97
Polk County,2006,39.87,-12.6
Polk County,2007,39.23,-13.24
Polk County,2008,50.29,-2.18
Polk County,2009,47.69,-4.78
Polk County,2010,50.94,-1.53
Polk County,2011,51.88,-0.59
Polk County,2012,48.61,-3.86
Polk County,2013,51.93,-0.54
Polk County,2014,58.46,5.99
Polk County,2015,57.71,5.24
Polk County,2016,55.48,3.01
Polk County,2017,51.19,-1.28
Polk County,2018,58.65,6.18
Polk County,2019,57.95,5.48
Putnam County,2020,54.12,1.65
Putnam County,2000,42.77,-9.96
Putnam County,2001,52.39,-0.34
Putnam County,2002,57.07,4.34
Putnam County,2003,55.04,2.31
Putnam County,2004,61.34,8.61
Putnam County,2005,60.56,7.83
Putnam County,2006,33.55,-19.18
Putnam County,2007,49.22,-3.51
Putnam County,2008,53.02,0.29
Putnam County,2009,54.55,1.82
Putnam County,2010,41.49,-11.24
Putnam County,2011,47.37,-5.36
Putnam County,2012,52.57,-0.16
Putnam County,2013,52.24,-0.49
Putnam County,2014,57.74,5.01
Putnam County,2015,47.6,-5.13
Putnam County,2016,43.41,-9.32
Putnam County,2017,69.92,17.19
Putnam County,2018,69.05,16.32
Putnam County,2019,51.72,-1.01
St. Johns County,2020,54.68,1.95
St. Johns County,2000,42.96,-8.74
St. Johns County,2001,54.3,2.6
St. Johns County,2002,52.31,0.61
St. Johns County,2003,52.11,0.41
St. Johns County,2004,54.7,3
St. Johns County,2005,62.12,10.42
St. Johns County,2006,32.75,-18.95
St. Johns County,2007,51.72,0.02
St. Johns County,2008,51.18,-0.52
St. Johns County,2009,59.43,7.73
St. Johns County,2010,36.38,-15.32
St. Johns County,2011,45.69,-6.01
St. Johns County,2012,54.2,2.5
St. Johns County,2013,54.29,2.59
St. Johns County,2014,56.86,5.16
St. Johns County,2015,47.52,-4.18
St. Johns County,2016,43.36,-8.34
St. Johns County,2017,68.44,16.74
St. Johns County,2018,61.19,9.49
St. Johns County,2019,48,-3.7
St. Lucie County,2020,56.13,4.43
St. Lucie County,2000,39.31,-12.44
St. Lucie County,2001,57.53,5.78
St. Lucie County,2002,51.72,-0.03
St. Lucie County,2003,53.81,2.06
St. Lucie County,2004,56.85,5.1
St. Lucie County,2005,58.74,6.99
St. Lucie County,2006,35.07,-16.68
St. Lucie County,2007,47.99,-3.76
St. Lucie County,2008,60.74,8.99
St. Lucie County,2009,41.31,-10.44
St. Lucie County,2010,43.37,-8.38
St. Lucie County,2011,49.19,-2.56
St. Lucie County,2012,49.01,-2.74
St. Lucie County,2013,48.32,-3.43
St. Lucie County,2014,50.04,-1.71
St. Lucie County,2015,47.47,-4.28
St. Lucie County,2016,59.98,8.23
St. Lucie County,2017,62.62,10.87
St. Lucie County,2018,45.33,-6.42
St. Lucie County,2019,55.72,3.97
Santa Rosa County,2020,72.62,20.87
Santa Rosa County,2000,46.47,-13.41
Santa Rosa County,2001,49.55,-10.33
Santa Rosa County,2002,64.09,4.21
Santa Rosa County,2003,65.85,5.97
Santa Rosa County,2004,72.09,12.21
Santa Rosa County,2005,70.65,10.77
Santa Rosa County,2006,42.86,-17.02
Santa Rosa County,2007,54.26,-5.62
Santa Rosa County,2008,55.61,-4.27
Santa Rosa County,2009,80.47,20.59
Santa Rosa County,2010,51.9,-7.98
Santa Rosa County,2011,42.01,-17.87
Santa Rosa County,2012,55.81,-4.07
Santa Rosa County,2013,65.44,5.56
Santa Rosa County,2014,65.19,5.31
Santa Rosa County,2015,59.88,0
Santa Rosa County,2016,53.97,-5.91
Santa Rosa County,2017,73.16,13.28
Santa Rosa County,2018,70.32,10.44
Santa Rosa County,2019,48.18,-11.7
Sarasota County,2020,69.63,9.75
Sarasota County,2000,40.76,-11.93
Sarasota County,2001,53.2,0.51
Sarasota County,2002,57.1,4.41
Sarasota County,2003,66.92,14.23
Sarasota County,2004,51.98,-0.71
Sarasota County,2005,57.63,4.94
Sarasota County,2006,49.91,-2.78
Sarasota County,2007,35.92,-16.77
Sarasota County,2008,46.29,-6.4
Sarasota County,2009,44.3,-8.39
Sarasota County,2010,51.1,-1.59
Sarasota County,2011,43.98,-8.71
Sarasota County,2012,53.24,0.55
Sarasota County,2013,58.91,6.22
Sarasota County,2014,57.06,4.37
Sarasota County,2015,54.65,1.96
Sarasota County,2016,57.47,4.78
Sarasota County,2017,62.34,9.65
Sarasota County,2018,59.85,7.16
Sarasota County,2019,48.98,-3.71
Seminole County,2020,54.96,2.27
Seminole County,2000,31.09,-18.96
Seminole County,2001,52.93,2.88
Seminole County,2002,67.09,17.04
Seminole County,2003,51.87,1.82
Seminole County,2004,57.02,6.97
Seminole County,2005,58.72,8.67
Seminole County,2006,39.31,-10.74
Seminole County,2007,39.97,-10.08
Seminole County,2008,56.18,6.13
Seminole County,2009,47.45,-2.6
Seminole County,2010,43.34,-6.71
Seminole County,2011,50.9,0.85
Seminole County,2012,45.66,-4.39
Seminole County,2013,48.02,-2.03
Seminole County,2014,58.13,8.08
Seminole County,2015,46.66,-3.39
Seminole County,2016,48.99,-1.06
Seminole County,2017,50.51,0.46
Seminole County,2018,52.63,2.58
Seminole County,2019,53.89,3.84
Sumter County,2020,50.65,0.6
Sumter County,2000,34.63,-15.96
Sumter County,2001,51.1,0.51
Sumter County,2002,64.42,13.83
Sumter County,2003,58.47,7.88
Sumter County,2004,55.75,5.16
Sumter County,2005,55.84,5.25
Sumter County,2006,38.88,-11.71
Sumter County,2007,45.3,-5.29
Sumter County,2008,46.44,-4.15
Sumter County,2009,48.96,-1.63
Sumter County,2010,46.61,-3.98
Sumter County,2011,48.64,-1.95
Sumter County,2012,53.17,2.58
Sumter County,2013,48.46,-2.13
Sumter County,2014,56.9,6.31
Sumter County,2015,47.65,-2.94
Sumter County,2016,47.85,-2.74
Sumter County,2017,53.5,2.91
Sumter County,2018,59.41,8.82
Sumter County,2019,53.68,3.09
Suwannee County,2020,46.82,-3.77
Suwannee County,2000,41.44,-11.37
Suwannee County,2001,43.74,-9.07
Suwannee County,2002,50.97,-1.84
Suwannee County,2003,60.56,7.75
Suwannee County,2004,62.19,9.38
Suwannee County,2005,58.4,5.59
Suwannee County,2006,39.74,-13.07
Suwannee County,2007,40.43,-12.38
Suwannee County,2008,49.69,-3.12
Suwannee County,2009,50.31,-2.5
Suwannee County,2010,47.53,-5.28
Suwannee County,2011,47.27,-5.54
Suwannee County,2012,67.29,14.48
Suwannee County,2013,58.17,5.36
Suwannee County,2014,71.38,18.57
Suwannee County,2015,49.16,-3.65
Suwannee County,2016,50.81,-2
Suwannee County,2017,54.21,1.4
Suwannee County,2018,67.33,14.52
Suwannee County,2019,46.02,-6.79
Taylor County,2020,52.29,-0.52
Taylor County,2000,39.58,-15.16
Taylor County,2001,42.13,-12.61
Taylor County,2002,57.39,2.65
Taylor County,2003,70.02,15.28
Taylor County,2004,61.24,6.5
Taylor County,2005,62.84,8.1
Taylor County,2006,39.59,-15.15
Taylor County,2007,38.76,-15.98
Taylor County,2008,53.56,-1.18
Taylor County,2009,54.71,-0.03
Taylor County,2010,55.28,0.54
Taylor County,2011,41.98,-12.76
Taylor County,2012,65.36,10.62
Taylor County,2013,59.58,4.84
Taylor County,2014,68.83,14.09
Taylor County,2015,48.61,-6.13
Taylor County,2016,56.83,2.09
Taylor County,2017,53.76,-0.98
Taylor County,2018,77.75,23.01
Taylor County,2019,48.06,-6.68
Union County,2020,53.63,-1.11
Union County,2000,39.15,-12.41
Union County,2001,43.76,-7.8
Union County,2002,56.11,4.55
Union County,2003,58.36,6.8
Union County,2004,63.16,11.6
Union County,2005,55.52,3.96
Union County,2006,40.75,-10.81
Union County,2007,41.12,-10.44
Union County,2008,49.18,-2.38
Union County,2009,53.59,2.03
Union County,2010,44.4,-7.16
Union County,2011,49.32,-2.24
Union County,2012,64.19,12.63
Union County,2013,52.63,1.07
Union County,2014,60.55,8.99
Union County,2015,47.87,-3.69
Union County,2016,45.8,-5.76
Union County,2017,59.96,8.4
Union County,2018,58.11,6.55
Union County,2019,45.22,-6.34
Volusia County,2020,53.98,2.42
Volusia County,2000,35.89,-15.38
Volusia County,2001,58,6.73
Volusia County,2002,61.06,9.79
Volusia County,2003,54.21,2.94
Volusia County,2004,62.17,10.9
Volusia County,2005,64.22,12.95
Volusia County,2006,36.52,-14.75
Volusia County,2007,45.01,-6.26
Volusia County,2008,54.12,2.85
Volusia County,2009,46.8,-4.47
Volusia County,2010,41.35,-9.92
Volusia County,2011,47.19,-4.08
Volusia County,2012,45.86,-5.41
Volusia County,2013,50.5,-0.77
Volusia County,2014,61.32,10.05
Volusia County,2015,46.51,-4.76
Volusia County,2016,45.41,-5.86
Volusia County,2017,53.94,2.67
Volusia County,2018,58.14,6.87
Volusia County,2019,56.04,4.77
Wakulla County,2020,52.41,1.14
Wakulla County,2000,44.51,-10.13
Wakulla County,2001,56.77,2.13
Wakulla County,2002,57.26,2.62
Wakulla County,2003,61.33,6.69
Wakulla County,2004,54.48,-0.16
Wakulla County,2005,64.11,9.47
Wakulla County,2006,44.93,-9.71
Wakulla County,2007,41.49,-13.15
Wakulla County,2008,56.2,1.56
Wakulla County,2009,56.37,1.73
Wakulla County,2010,53.65,-0.99
Wakulla County,2011,35.67,-18.97
Wakulla County,2012,55.48,0.84
Wakulla County,2013,64.66,10.02
Wakulla County,2014,66.32,11.68
Wakulla County,2015,51.36,-3.28
Wakulla County,2016,57.23,2.59
Wakulla County,2017,53.18,-1.46
Wakulla County,2018,73.48,18.84
Wakulla County,2019,40.94,-13.7
Walton County,2020,58.05,3.41
Walton County,2000,45.58,-15.11
Walton County,2001,50.19,-10.5
Walton County,2002,63.21,2.52
Walton County,2003,74.27,13.58
Walton County,2004,61.6,0.91
Walton County,2005,65.21,4.52
Walton County,2006,40.76,-19.93
Walton County,2007,48.89,-11.8
Walton County,2008,57.02,-3.67
Walton County,2009,78.79,18.1
Walton County,2010,52.49,-8.2
Walton County,2011,46.55,-14.14
Walton County,2012,60.79,0.1
Walton County,2013,76.64,15.95
Walton County,2014,66.95,6.26
Walton County,2015,60.28,-0.41
Walton County,2016,59.71,-0.98
Walton County,2017,68.6,7.91
Walton County,2018,74.77,14.08
Walton County,2019,52.35,-8.34
Washington County,2020,69.8,9.11
Washington County,2000,42.28,-15.98
Washington County,2001,50.18,-8.08
Washington County,2002,65.33,7.07
Washington County,2003,67.16,8.9
Washington County,2004,59.24,0.98
Washington County,2005,59.78,1.52
Washington County,2006,41.88,-16.38
Washington County,2007,42.92,-15.34
Washington County,2008,60.67,2.41
Washington County,2009,69.05,10.79
Washington County,2010,46.44,-11.82
Washington County,2011,45.47,-12.79
Washington County,2012,58.25,-0.01
Washington County,2013,76.8,18.54
Washington County,2014,64.95,6.69
Washington County,2015,63.82,5.56
Washington County,2016,61.88,3.62
Washington County,2017,57.09,-1.17
Washington County,2018,73.8,15.54
Washington County,2019,48.21,-10.05
Washington County,2020,68.23,9.97
