Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Zip,33054,FL,Miami-Dade County,Miami Gardens,7/31/2022,8.2
Zip,33055,FL,Miami-Dade County,Miami Gardens,7/31/2022,8
Zip,33056,FL,Miami-Dade County,Miami Gardens,7/31/2022,7.9
Zip,33060,FL,Broward County,Pompano Beach,7/31/2022,9.8
Zip,33062,FL,Broward County,Pompano Beach,7/31/2022,9.3
Zip,33063,FL,Broward County,Margate,7/31/2022,9.6
Zip,33064,FL,Broward County,Pompano Beach,7/31/2022,10
Zip,33065,FL,Broward County,Coral Springs,7/31/2022,9.9
Zip,33066,FL,Broward County,Coconut Creek,7/31/2022,9.1
Zip,33067,FL,Broward County,Coral Springs,7/31/2022,10.7
Zip,33068,FL,Broward County,North Lauderdale,7/31/2022,10
Zip,33069,FL,Broward County,Pompano Beach,7/31/2022,9.6
Zip,33070,FL,Monroe County,Tavernier,7/31/2022,10.7
Zip,33071,FL,Broward County,Coral Springs,7/31/2022,10.3
Zip,33073,FL,Broward County,Coconut Creek,7/31/2022,9.8
Zip,33076,FL,Broward County,Parkland,7/31/2022,10.7
Zip,33109,FL,Miami-Dade County,Fisher Island,7/31/2022,6.4
Zip,33122,FL,Miami-Dade County,Doral,7/31/2022,5.4
Zip,33125,FL,Miami-Dade County,Miami,7/31/2022,7.6
Zip,33126,FL,Miami-Dade County,Miami,7/31/2022,6.7
Zip,33127,FL,Miami-Dade County,Miami,7/31/2022,9.4
Zip,33128,FL,Miami-Dade County,Miami,7/31/2022,7
Zip,33129,FL,Miami-Dade County,Miami,7/31/2022,7.8
Zip,33130,FL,Miami-Dade County,Miami,7/31/2022,7.3
Zip,33131,FL,Miami-Dade County,Miami,7/31/2022,7.7
Zip,33132,FL,Miami-Dade County,Miami,7/31/2022,7.7
Zip,33133,FL,Miami-Dade County,Miami,7/31/2022,8.9
Zip,33134,FL,Miami-Dade County,Coral Gables,7/31/2022,7.8
Zip,33135,FL,Miami-Dade County,Miami,7/31/2022,8.5
Zip,33136,FL,Miami-Dade County,Miami,7/31/2022,6.8
Zip,33137,FL,Miami-Dade County,Miami,7/31/2022,8.5
Zip,33138,FL,Miami-Dade County,Miami,7/31/2022,9.5
Zip,33139,FL,Miami-Dade County,Miami Beach,7/31/2022,6.8
Zip,33140,FL,Miami-Dade County,Miami Beach,7/31/2022,7.2
Zip,33141,FL,Miami-Dade County,Miami Beach,7/31/2022,7.4
Zip,33142,FL,Miami-Dade County,Miami,7/31/2022,7.6
Zip,33143,FL,Miami-Dade County,Glenvar Heights,7/31/2022,8.6
Zip,33144,FL,Miami-Dade County,Miami,7/31/2022,8.2
Zip,33145,FL,Miami-Dade County,Miami,7/31/2022,8.5
Zip,33146,FL,Miami-Dade County,Coral Gables,7/31/2022,9.7
Zip,33147,FL,Miami-Dade County,West Little River,7/31/2022,8
Zip,33149,FL,Miami-Dade County,Key Biscayne,7/31/2022,8.5
Zip,33150,FL,Miami-Dade County,Miami,7/31/2022,8.8
Zip,33154,FL,Miami-Dade County,Bal Harbour,7/31/2022,7.8
Zip,33155,FL,Miami-Dade County,Miami,7/31/2022,8.2
Zip,33156,FL,Miami-Dade County,Pinecrest,7/31/2022,9
Zip,33157,FL,Miami-Dade County,Village of Palmetto Bay,7/31/2022,8.2
Zip,33158,FL,Miami-Dade County,Village of Palmetto Bay,7/31/2022,9
Zip,33160,FL,Miami-Dade County,Sunny Isles Beach,7/31/2022,7.6
Zip,33161,FL,Miami-Dade County,North Miami,7/31/2022,8.9
Zip,33162,FL,Miami-Dade County,North Miami Beach,7/31/2022,8.5
Zip,33165,FL,Miami-Dade County,University Park,7/31/2022,7.8
Zip,33166,FL,Miami-Dade County,Miami Springs,7/31/2022,7.4
Zip,33167,FL,Miami-Dade County,Westview,7/31/2022,8.5
Zip,33168,FL,Miami-Dade County,North Miami,7/31/2022,8
Zip,33169,FL,Miami-Dade County,Miami Gardens,7/31/2022,8
Zip,33170,FL,Miami-Dade County,Goulds,7/31/2022,8.7
Zip,33172,FL,Miami-Dade County,Fountainbleau,7/31/2022,7
Zip,33173,FL,Miami-Dade County,Kendall,7/31/2022,7.4
Zip,33174,FL,Miami-Dade County,Fountainbleau,7/31/2022,7.7
Zip,33175,FL,Miami-Dade County,Tamiami,7/31/2022,8
Zip,33176,FL,Miami-Dade County,Kendall,7/31/2022,7.6
Zip,33177,FL,Miami-Dade County,South Miami Heights,7/31/2022,8.4
Zip,33178,FL,Miami-Dade County,Doral,7/31/2022,7.6
Zip,33179,FL,Miami-Dade County,Ives Estates,7/31/2022,7.6
Zip,33180,FL,Miami-Dade County,Aventura,7/31/2022,6.9
Zip,33181,FL,Miami-Dade County,North Miami,7/31/2022,7.2
Zip,33182,FL,Miami-Dade County,Tamiami,7/31/2022,8.1
Zip,33183,FL,Miami-Dade County,Kendale Lakes,7/31/2022,7.5
Zip,33184,FL,Miami-Dade County,Tamiami,7/31/2022,7.6
Zip,33185,FL,Miami-Dade County,Kendall West,7/31/2022,8.1
Zip,33186,FL,Miami-Dade County,The Crossings,7/31/2022,7.8
Zip,33187,FL,Miami-Dade County,Richmond West,7/31/2022,8.1
Zip,33189,FL,Miami-Dade County,Cutler Bay,7/31/2022,8.4
Zip,33190,FL,Miami-Dade County,Cutler Bay,7/31/2022,8.3
Zip,33193,FL,Miami-Dade County,Kendall West,7/31/2022,7.5
Zip,33196,FL,Miami-Dade County,The Hammocks,7/31/2022,8.1
Zip,33301,FL,Broward County,Fort Lauderdale,7/31/2022,9.1
Zip,33304,FL,Broward County,Fort Lauderdale,7/31/2022,9.4
Zip,33305,FL,Broward County,Fort Lauderdale,7/31/2022,9.5
Zip,33306,FL,Broward County,Fort Lauderdale,7/31/2022,9.4
Zip,33308,FL,Broward County,Fort Lauderdale,7/31/2022,9.5
Zip,33309,FL,Broward County,Oakland Park,7/31/2022,10
Zip,33311,FL,Broward County,Fort Lauderdale,7/31/2022,10.6
Zip,33312,FL,Broward County,Fort Lauderdale,7/31/2022,10.3
Zip,33313,FL,Broward County,Lauderhill,7/31/2022,10
Zip,33314,FL,Broward County,Davie,7/31/2022,10
Zip,33315,FL,Broward County,Fort Lauderdale,7/31/2022,10
Zip,33316,FL,Broward County,Fort Lauderdale,7/31/2022,8.9
Zip,33317,FL,Broward County,Plantation,7/31/2022,10.4
Zip,33319,FL,Broward County,Lauderhill,7/31/2022,9.4
Zip,33321,FL,Broward County,Tamarac,7/31/2022,9.3
Zip,33322,FL,Broward County,Sunrise,7/31/2022,9.6
Zip,33323,FL,Broward County,Sunrise,7/31/2022,9.4
Zip,33324,FL,Broward County,Plantation,7/31/2022,9.4
Zip,33325,FL,Broward County,Davie,7/31/2022,10.1
Zip,33326,FL,Broward County,Weston,7/31/2022,9.9
Zip,33327,FL,Broward County,Weston,7/31/2022,10.4
Zip,33328,FL,Broward County,Davie,7/31/2022,10
Zip,33330,FL,Broward County,Cooper City,7/31/2022,10.3
Zip,33331,FL,Broward County,Weston,7/31/2022,10.3
Zip,33332,FL,Broward County,Weston,7/31/2022,10.5
Zip,33334,FL,Broward County,Oakland Park,7/31/2022,9.6
Zip,33351,FL,Broward County,Sunrise,7/31/2022,9.7
Zip,33401,FL,Palm Beach County,West Palm Beach,7/31/2022,9.2
Zip,33403,FL,Palm Beach County,Lake Park,7/31/2022,9.5
Zip,33404,FL,Palm Beach County,Riviera Beach,7/31/2022,9.3
Zip,33405,FL,Palm Beach County,West Palm Beach,7/31/2022,10.8
Zip,33406,FL,Palm Beach County,Lake Clarke Shores,7/31/2022,10.1
Zip,33407,FL,Palm Beach County,West Palm Beach,7/31/2022,9.7
Zip,33408,FL,Palm Beach County,North Palm Beach,7/31/2022,9.6
Zip,33409,FL,Palm Beach County,West Palm Beach,7/31/2022,9.1
Zip,33410,FL,Palm Beach County,Palm Beach Gardens,7/31/2022,9.7
Zip,33411,FL,Palm Beach County,Royal Palm Beach,7/31/2022,9.8
Zip,33412,FL,Palm Beach County,West Palm Beach,7/31/2022,11
Zip,33413,FL,Palm Beach County,Greenacres,7/31/2022,9.8
Zip,33414,FL,Palm Beach County,Wellington,7/31/2022,10
Zip,33415,FL,Palm Beach County,Greenacres,7/31/2022,9.1
Zip,33417,FL,Palm Beach County,Century Village,7/31/2022,9
Zip,33418,FL,Palm Beach County,Palm Beach Gardens,7/31/2022,9.9
Zip,33426,FL,Palm Beach County,Boynton Beach,7/31/2022,9.7
Zip,33428,FL,Palm Beach County,Boca Raton,7/31/2022,9.7
Zip,33430,FL,Palm Beach County,Belle Glade,7/31/2022,14.6
Zip,33431,FL,Palm Beach County,Boca Raton,7/31/2022,10.2
Zip,33432,FL,Palm Beach County,Boca Raton,7/31/2022,9.4
Zip,33433,FL,Palm Beach County,Boca Raton,7/31/2022,9.5
Zip,33434,FL,Palm Beach County,Boca Raton,7/31/2022,9.2
Zip,33435,FL,Palm Beach County,Boynton Beach,7/31/2022,10.1
Zip,33436,FL,Palm Beach County,Boynton Beach,7/31/2022,9.8
Zip,33437,FL,Palm Beach County,Boynton Beach,7/31/2022,9.7
Zip,33438,FL,Palm Beach County,Canal Point,7/31/2022,12.2
Zip,33440,FL,Hendry County,Clewiston,7/31/2022,6.9
Zip,33441,FL,Broward County,Deerfield Beach,7/31/2022,9.2
Zip,33442,FL,Broward County,Deerfield Beach,7/31/2022,9.6
Zip,33444,FL,Palm Beach County,Delray Beach,7/31/2022,10.2
Zip,33445,FL,Palm Beach County,Delray Beach,7/31/2022,9.7
Zip,33446,FL,Palm Beach County,Delray Beach,7/31/2022,9.3
Zip,33449,FL,Palm Beach County,Wellington,7/31/2022,10.5
Zip,33455,FL,Martin County,Hobe Sound,7/31/2022,10.2
Zip,33458,FL,Palm Beach County,Jupiter,7/31/2022,9.8
Zip,33460,FL,Palm Beach County,Lake Worth,7/31/2022,10.3
Zip,33461,FL,Palm Beach County,Palm Springs,7/31/2022,9.5
Zip,33462,FL,Palm Beach County,Lantana,7/31/2022,10.1
Zip,33463,FL,Palm Beach County,Greenacres,7/31/2022,9.7
Zip,33467,FL,Palm Beach County,Greenacres,7/31/2022,9.7
Zip,33469,FL,Palm Beach County,Tequesta,7/31/2022,10.3
Zip,33470,FL,Palm Beach County,Loxahatchee Groves,7/31/2022,10.7
Zip,33471,FL,Glades County,Moore Haven,7/31/2022,5.6
Zip,33472,FL,Palm Beach County,Boynton Beach,7/31/2022,9.9
Zip,33473,FL,Palm Beach County,Boynton Beach,7/31/2022,10
Zip,33476,FL,Palm Beach County,Pahokee,7/31/2022,13.1
Zip,33477,FL,Palm Beach County,Jupiter,7/31/2022,9.6
Zip,33478,FL,Palm Beach County,Jupiter,7/31/2022,10.1
Zip,33480,FL,Palm Beach County,Palm Beach,7/31/2022,10.9
Zip,33483,FL,Palm Beach County,Delray Beach,7/31/2022,9.7
Zip,33484,FL,Palm Beach County,Delray Beach,7/31/2022,9
Zip,33486,FL,Palm Beach County,Boca Raton,7/31/2022,11.1
Zip,33487,FL,Palm Beach County,Boca Raton,7/31/2022,9.6
Zip,33493,FL,Palm Beach County,South Bay,7/31/2022,13.6
Zip,33496,FL,Palm Beach County,Boca Raton,7/31/2022,9.6
Zip,33498,FL,Palm Beach County,Boca Raton,7/31/2022,10.7
Zip,33510,FL,Hillsborough County,Brandon,7/31/2022,12.4
Zip,33511,FL,Hillsborough County,Brandon,7/31/2022,12.8
Zip,33513,FL,Sumter County,Bushnell,7/31/2022,10.4
Zip,33514,FL,Sumter County,Center Hill,7/31/2022,9.6
Zip,33521,FL,Sumter County,Coleman,7/31/2022,13.9
Zip,33523,FL,Hernando County,Ridge Manor,7/31/2022,10.6
Zip,33525,FL,Pasco County,Dade City,7/31/2022,11.4
Zip,33527,FL,Hillsborough County,Dover,7/31/2022,12.6
Zip,33534,FL,Hillsborough County,Gibsonton,7/31/2022,13.1
Zip,33538,FL,Sumter County,Lake Panasoffkee,7/31/2022,10.1
Zip,33540,FL,Pasco County,Zephyrhills,7/31/2022,11.6
Zip,33541,FL,Pasco County,Zephyrhills,7/31/2022,11.6
Zip,33542,FL,Pasco County,Zephyrhills,7/31/2022,9.8
Zip,33543,FL,Pasco County,Wesley Chapel,7/31/2022,12.5
Zip,33544,FL,Pasco County,Wesley Chapel,7/31/2022,12.3
Zip,33545,FL,Pasco County,Wesley Chapel,7/31/2022,12.7
Zip,33547,FL,Hillsborough County,Riverview,7/31/2022,12.4
Zip,33548,FL,Hillsborough County,Lutz,7/31/2022,13.2
Zip,33549,FL,Hillsborough County,Lutz,7/31/2022,12.6
Zip,33556,FL,Hillsborough County,Odessa,7/31/2022,13
Zip,33558,FL,Hillsborough County,Lutz,7/31/2022,12.6
Zip,33559,FL,Hillsborough County,Lutz,7/31/2022,12.4
Zip,33563,FL,Hillsborough County,Plant City,7/31/2022,11.8
Zip,33565,FL,Hillsborough County,Plant City,7/31/2022,12.9
Zip,33566,FL,Hillsborough County,Plant City,7/31/2022,12.5
Zip,33567,FL,Hillsborough County,Plant City,7/31/2022,13
Zip,33569,FL,Hillsborough County,Riverview,7/31/2022,13.1
Zip,33570,FL,Hillsborough County,Ruskin,7/31/2022,13
Zip,33572,FL,Hillsborough County,Apollo Beach,7/31/2022,12.5
Zip,33573,FL,Hillsborough County,Sun City Center,7/31/2022,12.7
Zip,33576,FL,Pasco County,San Antonio,7/31/2022,11.6
Zip,33578,FL,Hillsborough County,Riverview,7/31/2022,12.7
Zip,33579,FL,Hillsborough County,Riverview,7/31/2022,13.3
Zip,33584,FL,Hillsborough County,Seffner,7/31/2022,12.7
Zip,33585,FL,Sumter County,Center Hill,7/31/2022,10.2
Zip,33592,FL,Hillsborough County,Thonotosassa,7/31/2022,12.5
Zip,33594,FL,Hillsborough County,Valrico,7/31/2022,12.7
Zip,33596,FL,Hillsborough County,Valrico,7/31/2022,13.3
Zip,33597,FL,Hernando County,Webster,7/31/2022,10.3
Zip,33598,FL,Hillsborough County,Wimauma,7/31/2022,12.6
Zip,33602,FL,Hillsborough County,Tampa,7/31/2022,11
Zip,33603,FL,Hillsborough County,Tampa,7/31/2022,11.7
Zip,33604,FL,Hillsborough County,Tampa,7/31/2022,12.6
Zip,33605,FL,Hillsborough County,Tampa,7/31/2022,12.9
Zip,33606,FL,Hillsborough County,Tampa,7/31/2022,11.7
Zip,33607,FL,Hillsborough County,Tampa,7/31/2022,12.3
Zip,33609,FL,Hillsborough County,Tampa,7/31/2022,12.4
Zip,33610,FL,Hillsborough County,Tampa,7/31/2022,12.3
Zip,33611,FL,Hillsborough County,Tampa,7/31/2022,11.2
Zip,33612,FL,Hillsborough County,Tampa,7/31/2022,11.6
Zip,33613,FL,Hillsborough County,Lake Magdalene,7/31/2022,12.3
Zip,33614,FL,Hillsborough County,Egypt Lake-Leto,7/31/2022,11.9
Zip,33615,FL,Hillsborough County,Town 'n' Country,7/31/2022,12.1
Zip,33616,FL,Hillsborough County,Tampa,7/31/2022,11
Zip,33617,FL,Hillsborough County,Temple Terrace,7/31/2022,12.4
Zip,33618,FL,Hillsborough County,Greater Carrollwood,7/31/2022,12.4
Zip,33619,FL,Hillsborough County,Palm River-Clair Mel,7/31/2022,12.4
Zip,33624,FL,Hillsborough County,Greater Carrollwood,7/31/2022,12.7
Zip,33625,FL,Hillsborough County,Citrus Park,7/31/2022,12.7
Zip,33626,FL,Hillsborough County,Westchase,7/31/2022,12.5
Zip,33629,FL,Hillsborough County,Tampa,7/31/2022,12
Zip,33634,FL,Hillsborough County,Town 'n' Country,7/31/2022,12.2
Zip,33635,FL,Hillsborough County,Town 'n' Country,7/31/2022,12.7
Zip,33637,FL,Hillsborough County,Temple Terrace,7/31/2022,12.3
Zip,33647,FL,Hillsborough County,Tampa,7/31/2022,13
Zip,33701,FL,Pinellas County,Saint Petersburg,7/31/2022,6.4
Zip,33702,FL,Pinellas County,Saint Petersburg,7/31/2022,9.3
Zip,33703,FL,Pinellas County,Saint Petersburg,7/31/2022,10
Zip,33704,FL,Pinellas County,Saint Petersburg,7/31/2022,9
Zip,33705,FL,Pinellas County,Saint Petersburg,7/31/2022,9.7
Zip,33706,FL,Pinellas County,Saint Pete Beach,7/31/2022,10
Zip,33707,FL,Pinellas County,Gulfport,7/31/2022,10
Zip,33708,FL,Pinellas County,Madeira Beach,7/31/2022,10.6
Zip,33709,FL,Pinellas County,Kenneth City,7/31/2022,9.5
Zip,33710,FL,Pinellas County,Saint Petersburg,7/31/2022,9.8
Zip,33711,FL,Pinellas County,Saint Petersburg,7/31/2022,9.5
Zip,33712,FL,Pinellas County,Saint Petersburg,7/31/2022,8.4
Zip,33713,FL,Pinellas County,Saint Petersburg,7/31/2022,9.6
Zip,33714,FL,Pinellas County,West and East Lealman,7/31/2022,8.4
Zip,33715,FL,Pinellas County,Saint Petersburg,7/31/2022,9.6
Zip,33716,FL,Pinellas County,Saint Petersburg,7/31/2022,8.8
Zip,33755,FL,Pinellas County,Clearwater,7/31/2022,10.9
Zip,33756,FL,Pinellas County,Clearwater,7/31/2022,10.1
Zip,33759,FL,Pinellas County,Clearwater,7/31/2022,8.5
Zip,33760,FL,Pinellas County,South Highpoint,7/31/2022,8.1
Zip,33761,FL,Pinellas County,Clearwater,7/31/2022,9.9
Zip,33762,FL,Pinellas County,Feather Sound,7/31/2022,8.6
Zip,33763,FL,Pinellas County,Clearwater,7/31/2022,9.1
Zip,33764,FL,Pinellas County,Clearwater,7/31/2022,11.8
Zip,33765,FL,Pinellas County,Clearwater,7/31/2022,10.2
Zip,33767,FL,Pinellas County,Clearwater,7/31/2022,9.6
Zip,33770,FL,Pinellas County,Largo,7/31/2022,10.8
Zip,33771,FL,Pinellas County,Largo,7/31/2022,7.4
Zip,33772,FL,Pinellas County,Seminole,7/31/2022,10.9
Zip,33773,FL,Pinellas County,Largo,7/31/2022,9.8
Zip,33774,FL,Pinellas County,Largo,7/31/2022,10.8
Zip,33776,FL,Pinellas County,Seminole,7/31/2022,10.8
Zip,33777,FL,Pinellas County,Seminole,7/31/2022,9.3
Zip,33778,FL,Pinellas County,Largo,7/31/2022,10
Zip,33781,FL,Pinellas County,Pinellas Park,7/31/2022,8.9
Zip,33782,FL,Pinellas County,Pinellas Park,7/31/2022,9
Zip,33785,FL,Pinellas County,Indian Rocks Beach,7/31/2022,9.4
Zip,33786,FL,Pinellas County,Belleair Beach,7/31/2022,9.7
Zip,33801,FL,Polk County,Lakeland,7/31/2022,11.2
Zip,33803,FL,Polk County,Lakeland,7/31/2022,11
Zip,33805,FL,Polk County,Lakeland,7/31/2022,10.8
Zip,33809,FL,Polk County,Lakeland,7/31/2022,11
Zip,33810,FL,Polk County,Lakeland,7/31/2022,11.1
Zip,33811,FL,Polk County,Lakeland,7/31/2022,11.3
Zip,33812,FL,Polk County,Lakeland,7/31/2022,11.5
Zip,33813,FL,Polk County,Lakeland Highlands,7/31/2022,11.2
Zip,33815,FL,Polk County,Lakeland,7/31/2022,10.8
Zip,33823,FL,Polk County,Auburndale,7/31/2022,11.1
Zip,33825,FL,Highlands County,Avon Park,7/31/2022,9.4
Zip,33827,FL,Polk County,Babson Park,7/31/2022,10.5
Zip,33830,FL,Polk County,Bartow,7/31/2022,11.7
Zip,33834,FL,Hardee County,Bowling Green,7/31/2022,7.2
Zip,33835,FL,Polk County,Mulberry,7/31/2022,17.6
Zip,33837,FL,Polk County,Davenport,7/31/2022,11
Zip,33838,FL,Polk County,Dundee,7/31/2022,12.2
Zip,33839,FL,Polk County,Eagle Lake,7/31/2022,12
Zip,33841,FL,Polk County,Fort Meade,7/31/2022,11.1
Zip,33843,FL,Polk County,Frostproof,7/31/2022,10.9
Zip,33844,FL,Polk County,Haines City,7/31/2022,11.1
Zip,33846,FL,Polk County,Highland City,7/31/2022,9.9
Zip,33847,FL,Polk County,Homeland,7/31/2022,11.3
Zip,33848,FL,Osceola County,Kissimmee,7/31/2022,11.4
Zip,33849,FL,Pasco County,Zephyrhills,7/31/2022,13.6
Zip,33850,FL,Polk County,Lake Alfred,7/31/2022,11.3
Zip,33851,FL,Polk County,Lake Hamilton,7/31/2022,10.7
Zip,33852,FL,Highlands County,Lake Placid,7/31/2022,9.9
Zip,33853,FL,Polk County,Lake Wales,7/31/2022,11.2
Zip,33855,FL,Polk County,Lake Wales,7/31/2022,11.4
Zip,33857,FL,Highlands County,Lorida,7/31/2022,10.3
Zip,33859,FL,Polk County,Lake Wales,7/31/2022,11.1
Zip,33860,FL,Polk County,Mulberry,7/31/2022,10.9
Zip,33865,FL,Hardee County,Ona,7/31/2022,7.4
Zip,33868,FL,Polk County,Polk City,7/31/2022,11.1
Zip,33870,FL,Highlands County,Sebring,7/31/2022,9.4
Zip,33872,FL,Highlands County,Sebring,7/31/2022,9.5
Zip,33873,FL,Hardee County,Wauchula,7/31/2022,6.5
Zip,33875,FL,Highlands County,Sebring,7/31/2022,10.4
Zip,33876,FL,Highlands County,Sebring,7/31/2022,10.4
Zip,33877,FL,Polk County,Lake Wales,7/31/2022,14.3
Zip,33880,FL,Polk County,Winter Haven,7/31/2022,11.2
Zip,33881,FL,Polk County,Winter Haven,7/31/2022,10.9
Zip,33884,FL,Polk County,Winter Haven,7/31/2022,11
Zip,33890,FL,Hardee County,Zolfo Springs,7/31/2022,5.7
Zip,33896,FL,Osceola County,Citrus Ridge,7/31/2022,10.5
Zip,33897,FL,Polk County,Davenport,7/31/2022,10.9
Zip,33898,FL,Polk County,Lake Wales,7/31/2022,10.7
Zip,33901,FL,Lee County,Fort Myers,7/31/2022,11.8
Zip,33903,FL,Lee County,North Fort Myers,7/31/2022,12.9
Zip,33904,FL,Lee County,Cape Coral,7/31/2022,13.2
Zip,33905,FL,Lee County,Fort Myers,7/31/2022,12.2
Zip,33907,FL,Lee County,Fort Myers,7/31/2022,12
Zip,33908,FL,Lee County,Fort Myers,7/31/2022,12
Zip,33909,FL,Lee County,Cape Coral,7/31/2022,13.3
Zip,33912,FL,Lee County,Fort Myers,7/31/2022,12.3
Zip,33913,FL,Lee County,Fort Myers,7/31/2022,12.2
Zip,33914,FL,Lee County,Cape Coral,7/31/2022,13.5
Zip,33916,FL,Lee County,Fort Myers,7/31/2022,11.4
Zip,33917,FL,Lee County,North Fort Myers,7/31/2022,12.4
Zip,33919,FL,Lee County,Fort Myers,7/31/2022,11.7
Zip,33920,FL,Lee County,Alva,7/31/2022,13.2
Zip,33921,FL,Lee County,Boca Grande,7/31/2022,13.4
Zip,33922,FL,Lee County,Bokeelia,7/31/2022,12.1
Zip,33924,FL,Lee County,Captiva,7/31/2022,11.1
Zip,33928,FL,Lee County,Estero,7/31/2022,12.1
Zip,33930,FL,Collier County,Immokalee,7/31/2022,6
Zip,33931,FL,Lee County,Fort Myers Beach,7/31/2022,11.5
Zip,33935,FL,Hendry County,Labelle,7/31/2022,6.4
Zip,33936,FL,Lee County,Lehigh Acres,7/31/2022,12
Zip,33944,FL,Glades County,Moore Haven,7/31/2022,7.1
Zip,33946,FL,Charlotte County,Port Charlotte,7/31/2022,11.2
Zip,33947,FL,Charlotte County,Rotonda West,7/31/2022,12.7
Zip,33948,FL,Charlotte County,Port Charlotte,7/31/2022,12.2
Zip,33950,FL,Charlotte County,Punta Gorda,7/31/2022,12.6
Zip,33952,FL,Charlotte County,Port Charlotte,7/31/2022,12.5
Zip,33953,FL,Charlotte County,Port Charlotte,7/31/2022,12.1
Zip,33954,FL,Charlotte County,Port Charlotte,7/31/2022,12.2
Zip,33955,FL,Charlotte County,Punta Gorda,7/31/2022,11.6
Zip,33956,FL,Lee County,Saint James City,7/31/2022,13.3
Zip,33957,FL,Lee County,Sanibel,7/31/2022,11.6
Zip,33960,FL,Highlands County,Venus,7/31/2022,11.1
Zip,33966,FL,Lee County,Fort Myers,7/31/2022,12.2
Zip,33967,FL,Lee County,Fort Myers,7/31/2022,11.8
Zip,33971,FL,Lee County,Lehigh Acres,7/31/2022,12.3
Zip,33972,FL,Lee County,Lehigh Acres,7/31/2022,12.9
Zip,33973,FL,Lee County,Lehigh Acres,7/31/2022,10.1
Zip,33974,FL,Lee County,Lehigh Acres,7/31/2022,12.6
Zip,33976,FL,Lee County,Lehigh Acres,7/31/2022,12.7
Zip,33980,FL,Charlotte County,Punta Gorda,7/31/2022,12
Zip,33981,FL,Charlotte County,Port Charlotte,7/31/2022,12.5
Zip,33982,FL,Charlotte County,Punta Gorda,7/31/2022,11.6
Zip,33983,FL,Charlotte County,Punta Gorda,7/31/2022,12.2
Zip,33990,FL,Lee County,Cape Coral,7/31/2022,13.3
Zip,33991,FL,Lee County,Cape Coral,7/31/2022,13.1
Zip,33993,FL,Lee County,Cape Coral,7/31/2022,13.1
Zip,34102,FL,Collier County,Naples,7/31/2022,13.5
Zip,34103,FL,Collier County,Naples,7/31/2022,13.1
Zip,34104,FL,Collier County,Naples,7/31/2022,12.1
Zip,34105,FL,Collier County,Naples,7/31/2022,12
Zip,34108,FL,Collier County,Naples,7/31/2022,12.3
Zip,34109,FL,Collier County,Naples,7/31/2022,12.8
Zip,34110,FL,Collier County,Naples,7/31/2022,12.5
Zip,34112,FL,Collier County,Naples,7/31/2022,12.1
Zip,34113,FL,Collier County,Naples,7/31/2022,12.5
Zip,34114,FL,Collier County,Naples,7/31/2022,13.2
Zip,34116,FL,Collier County,Naples,7/31/2022,11.6
Zip,34117,FL,Collier County,Naples,7/31/2022,12.3
Zip,34119,FL,Collier County,Naples,7/31/2022,13.2
Zip,34120,FL,Collier County,Naples,7/31/2022,12.4
Zip,34134,FL,Lee County,Bonita Springs,7/31/2022,12
Zip,34135,FL,Lee County,Bonita Springs,7/31/2022,11.9
Zip,34138,FL,Collier County,Chokoloskee,7/31/2022,9.5
Zip,34139,FL,Collier County,Everglades,7/31/2022,7.1
Zip,34140,FL,Collier County,Goodland,7/31/2022,12.7
Zip,34141,FL,Collier County,Ochopee,7/31/2022,10.4
Zip,34142,FL,Collier County,Immokalee,7/31/2022,13.5
Zip,34145,FL,Collier County,Marco Island,7/31/2022,13
Zip,34201,FL,Sarasota County,Sarasota,7/31/2022,12.5
Zip,34202,FL,Manatee County,Bradenton,7/31/2022,13
Zip,34203,FL,Manatee County,Bradenton,7/31/2022,12.7
Zip,34205,FL,Manatee County,Bradenton,7/31/2022,11.7
Zip,34207,FL,Manatee County,Bradenton,7/31/2022,11.9
Zip,34208,FL,Manatee County,Bradenton,7/31/2022,12.2
Zip,34209,FL,Manatee County,Bradenton,7/31/2022,12.6
Zip,34210,FL,Manatee County,Bradenton,7/31/2022,11.8
Zip,34211,FL,Manatee County,Bradenton,7/31/2022,12.9
Zip,34212,FL,Manatee County,Bradenton,7/31/2022,13.2
Zip,34215,FL,Manatee County,Cortez,7/31/2022,10.2
Zip,34216,FL,Manatee County,Anna Maria,7/31/2022,13.5
Zip,34217,FL,Manatee County,Holmes Beach,7/31/2022,13.2
Zip,34219,FL,Manatee County,Parrish,7/31/2022,12.5
Zip,34221,FL,Manatee County,Palmetto,7/31/2022,12.6
Zip,34222,FL,Manatee County,Ellenton,7/31/2022,12.9
Zip,34223,FL,Charlotte County,Englewood,7/31/2022,13.3
Zip,34224,FL,Charlotte County,Englewood,7/31/2022,12.3
Zip,34228,FL,Sarasota County,Longboat Key,7/31/2022,13.3
Zip,34229,FL,Sarasota County,Osprey,7/31/2022,13.4
Zip,34231,FL,Sarasota County,Sarasota,7/31/2022,13.4
Zip,34232,FL,Sarasota County,Sarasota,7/31/2022,13.4
Zip,34233,FL,Sarasota County,Sarasota,7/31/2022,13.2
Zip,34234,FL,Sarasota County,Sarasota,7/31/2022,12.2
Zip,34235,FL,Sarasota County,Sarasota,7/31/2022,12.7
Zip,34236,FL,Sarasota County,Sarasota,7/31/2022,12.5
