county,Year,Average Yearly Wage,Employment,Labor Force,Population,Single Family Home
Columbia,12/31/2010,33290.17018,27181.31133,28641.80113,67325.65927,125137.6052
Columbia,12/31/2011,33312.22518,27406.8401,28793.42571,67649.66654,125486.504
Columbia,12/31/2012,33838.34325,27332.76623,29190.19108,67584.2581,129632.2097
Columbia,12/31/2013,34601.72724,27398.87918,29082.63858,67625.33478,134126.9158
Columbia,12/31/2014,34995.46261,27605.2414,29104.60618,67819.22357,138969.3073
Columbia,12/31/2015,35213.70329,27830.77017,29256.23001,68208.19427,139318.206
Columbia,12/31/2016,35936.74222,27756.69629,29652.99537,68560.74976,143463.9118
Columbia,12/31/2017,37431.8564,27822.80925,29545.44287,69019.74598,147958.6179
Columbia,12/31/2018,38556.40357,28029.17146,29567.41047,69625.89193,152801.0094
Columbia,12/31/2019,39310.35647,28254.70023,29719.0343,70367.81874,153149.9081
Columbia,12/31/2020,40570.37765,28180.62636,30115.79966,70721.47482,157295.6139
Columbia,12/31/2021,42065.49183,28246.73931,30008.24716,71180.47103,161790.3199
Columbia,12/31/2022,43190.039,28453.10153,30030.21476,71786.61698,166632.7114
Columbia,12/31/2023,43943.9919,28678.6303,30181.83859,72528.5438,166981.6102
Columbia,12/31/2024,45204.01308,28604.55643,30578.60395,72882.19988,171127.316
Columbia,12/31/2025,46699.12726,28670.66938,30471.05145,73341.19609,175622.022
Columbia,12/31/2026,47823.67443,28877.03159,30493.01905,73947.34204,91153.52167
Columbia,12/31/2027,48577.62733,29102.56037,30644.64288,74689.26885,93540.79015
Columbia,12/31/2028,49837.64852,29028.48649,31041.40824,75042.92493,96161.75433
Columbia,12/31/2029,51332.76269,29094.59944,30933.85574,75501.92115,94961.3899
Columbia,12/31/2030,52457.30986,12748.115,30955.82334,76108.0671,97113.8303
DeSoto,12/31/2001,22297.5622,12784.44833,13673.57266,32784.09741,99501.09878
DeSoto,12/31/2002,23260.41709,12898.20357,13682.87975,32887.26847,102122.063
DeSoto,12/31/2003,24411.56292,12814.44744,13793.48081,33369.44288,100921.6985
DeSoto,12/31/2004,25756.51414,12773.34395,13778.29434,33717.34187,103074.1389
DeSoto,12/31/2005,26530.83341,12809.67728,13686.33789,33441.54982,105461.4074
DeSoto,12/31/2006,27493.23891,12923.43251,13695.64498,33544.72088,108082.3716
DeSoto,12/31/2007,28643.47125,12839.67638,13806.24605,34026.89529,106882.0071
DeSoto,12/31/2008,29985.7512,12798.57289,13791.05958,34374.79428,109034.4475
DeSoto,12/31/2009,30756.22769,12834.90622,13699.10313,34098.99833,111421.716
DeSoto,12/31/2010,31271.53565,12948.68811,13708.41022,34150.76831,114042.6802
DeSoto,12/31/2011,31975.07427,12865.21245,13819.01128,34581.31499,112842.3158
DeSoto,12/31/2012,32871.1818,12825.02671,13803.82482,34877.44482,114994.7562
DeSoto,12/31/2013,33197.87905,12862.87482,13711.86836,34550.02508,117382.0247
DeSoto,12/31/2014,33713.11192,12978.43457,13721.17998,34601.57439,120002.9888
DeSoto,12/31/2015,34416.63574,12896.49098,13831.91736,35033.34854,118802.6244
DeSoto,12/31/2016,35312.74451,12857.19508,13816.8676,35507.05188,120955.0648
DeSoto,12/31/2017,36108.88879,12895.336,13725.05346,35357.99072,123342.3333
DeSoto,12/31/2018,37093.5687,13010.89882,13734.50286,35587.89268,125963.2975
DeSoto,12/31/2019,38266.53956,12928.95523,13845.24623,36196.79799,124762.933
DeSoto,12/31/2020,39633.37558,12889.65933,13830.20246,36671.77509,126915.3734
DeSoto,12/31/2021,40429.51987,12927.80025,13738.38832,36522.71393,129302.6419
DeSoto,12/31/2022,41414.19977,13043.36307,13747.83772,36752.61589,131923.6061
DeSoto,12/31/2023,42587.17063,12961.41948,13858.58109,37361.5212,130723.2417
DeSoto,12/31/2024,43954.00666,12922.12358,13843.53733,37836.4983,132875.6821
DeSoto,12/31/2025,44750.15094,12960.2645,13751.72318,37687.43714,135262.9506
DeSoto,12/31/2026,45734.83085,13075.82732,13761.17258,37917.3391,48092.11304
DeSoto,12/31/2027,46907.8017,12993.88373,13871.91595,38526.24441,50894.34082
DeSoto,12/31/2028,48274.63773,12954.58783,13856.87219,39001.22151,53782.38954
DeSoto,12/31/2029,49070.78201,12992.72875,13765.05804,38852.16035,54061.55099
DeSoto,12/31/2030,50055.46192,5169.687529,13774.50745,39082.06231,56777.16339
Dixie,12/31/2001,25551.18628,5223.079591,5470.684714,14097.27087,59579.39115
Dixie,12/31/2002,25874.52013,5230.023366,5533.212315,14398.20142,62467.43985
Dixie,12/31/2003,25727.24299,5078.05659,5533.388028,14688.04711,62746.60129
Dixie,12/31/2004,26250.68931,5177.8217,5422.98596,15022.26993,65462.21368
Dixie,12/31/2005,27044.29675,5231.213763,5547.79529,15334.52828,68264.44145
Dixie,12/31/2006,27367.6306,5238.157539,5610.322891,15635.06473,71152.49016
Dixie,12/31/2007,27221.01469,5086.190764,5610.498604,15800.86501,71431.6516
Dixie,12/31/2008,27745.12405,5186.080412,5500.096536,16010.39458,74147.26512
Dixie,12/31/2009,28539.56533,5239.631609,5624.905866,16198.24225,76949.49401
Dixie,12/31/2010,28864.5387,5246.942817,5687.433467,16373.93755,79837.54386
Dixie,12/31/2011,28721.14025,5127.274841,5687.60918,16334.92527,80116.70644
Dixie,12/31/2012,29665.92106,5259.337903,5577.207111,16339.37407,82832.31996
Dixie,12/31/2013,30881.16267,5345.199146,5702.016442,16322.75952,85634.54886
Dixie,12/31/2014,31628.58379,5384.618194,5764.544043,16419.60566,88522.59869
Dixie,12/31/2015,31905.39391,5265.215769,5764.739658,16505.37031,88801.76127
Dixie,12/31/2016,32854.08938,5397.5228,5654.357546,16634.95302,91517.37479
Dixie,12/31/2017,34071.78409,5483.456785,5779.204712,16638.45989,94319.60369
Dixie,12/31/2018,34819.20522,5522.942483,5841.770149,16630.63891,97207.65352
Dixie,12/31/2019,35096.01534,5403.606785,5841.983698,16611.73308,97486.8161
Dixie,12/31/2020,36044.71081,5535.913816,5731.619569,16636.35852,100202.4296
Dixie,12/31/2021,37262.40552,5621.847801,5856.466736,16639.86539,103004.6585
Dixie,12/31/2022,38009.82665,5661.333499,5919.032172,16632.04442,105892.7084
Dixie,12/31/2023,38286.63677,5541.997801,5919.245721,16613.13859,106171.8709
Dixie,12/31/2024,39235.33224,5674.304832,5808.881593,16637.76403,108887.4845
Dixie,12/31/2025,40453.02695,5760.238817,5933.728759,16641.2709,111689.7134
Dixie,12/31/2026,41200.44808,5799.724515,5996.294196,16633.44992,139472.266
Dixie,12/31/2027,41477.2582,5680.388817,5996.507744,16614.54409,142291.1186
Dixie,12/31/2028,42425.95367,5812.695848,5886.143616,16639.16953,145436.2969
Dixie,12/31/2029,43643.64838,5898.629833,6010.990782,16642.6764,145876.2962
Dixie,12/31/2030,44391.0695,387759.0365,6073.556219,16634.85543,148368.0263
Duval,12/31/2001,33762.86081,392046.6731,404632.4843,792546.2322,151186.8788
Duval,12/31/2002,35274.32642,395626.7991,410407.3008,809455.9918,154332.0572
Duval,12/31/2003,37075.26196,393747.4015,414606.4611,826940.9835,154772.0564
Duval,12/31/2004,38982.39022,398740.8759,417836.4501,844664.9281,157263.7865
Duval,12/31/2005,40203.48392,403028.5125,425231.9308,861047.6091,160082.6391
Duval,12/31/2006,41714.92866,406608.6385,431052.15,877957.3748,163227.8175
Duval,12/31/2007,42738.41343,404729.2409,435296.713,895440.68,163667.8167
Duval,12/31/2008,43864.08936,409722.7153,438546.0932,903937.879,166159.5468
Duval,12/31/2009,44305.86586,414010.389,444463.4395,889997.1726,168978.3994
Duval,12/31/2010,45038.01427,417593.5124,448805.5212,876580.0683,172123.5777
Duval,12/31/2011,46059.843,418479.5902,451571.9464,863805.9102,172563.577
Duval,12/31/2012,47188.74531,426249.5261,453343.2209,869714.4188,175055.3071
Duval,12/31/2013,47636.45684,433326.0655,459260.5667,876133.5528,177874.1597
Duval,12/31/2014,48416.27838,439696.4337,463602.6484,891144.5425,181019.338
Duval,12/31/2015,49486.17059,440614.9845,467001.7071,906763.4837,181459.3372
Duval,12/31/2016,50661.86268,448398.7626,469423.9654,922642.6086,183951.0674
Duval,12/31/2017,52055.98839,455476.7029,475991.0222,937185.5056,186769.9199
Duval,12/31/2018,53740.486,461847.1327,480982.8144,952255.4869,189915.0983
Duval,12/31/2019,55714.45355,462765.6835,484398.9504,967900.6999,190355.0975
Duval,12/31/2020,57795.08786,470549.4615,486821.7161,983779.8247,192846.8276
Duval,12/31/2021,59189.21357,477627.4018,493388.7729,998322.7217,195665.6802
Duval,12/31/2022,60873.71118,483997.8316,498380.565,1013392.703,198810.8586
Duval,12/31/2023,62847.67873,484916.3824,501796.7011,1029037.916,199250.8578
Duval,12/31/2024,64928.31304,492700.1605,504219.4668,1044917.041,201742.5879
Duval,12/31/2025,66322.43874,499778.1008,510786.5235,1059459.938,204561.4405
Duval,12/31/2026,68006.93636,506148.5305,515778.3157,1074529.919,114774.9045
Duval,12/31/2027,69980.9039,507067.0813,519194.4518,1090175.132,117008.1694
Duval,12/31/2028,72061.53822,514850.8594,521617.2174,1106054.257,119313.289
Duval,12/31/2029,73455.66392,521928.7997,528184.2742,1120597.154,118949.6772
Duval,12/31/2030,75140.16154,124663.1883,533176.0664,1135667.135,121110.2262
Escambia,12/31/2001,28150.51391,125721.6122,129604.708,298064.0045,123343.4911
Escambia,12/31/2002,29109.17876,126991.9448,131255.8982,299632.1861,125648.6106
Escambia,12/31/2003,30214.56178,125629.4833,132895.3906,302405.1848,125284.9989
Escambia,12/31/2004,31586.75905,126475.2532,133513.2933,306169.9098,127445.5478
Escambia,12/31/2005,32400.04762,127533.64,135178.5373,306534.5071,129678.8127
Escambia,12/31/2006,33359.69314,128803.9354,136831.4472,308101.1332,131983.9322
Escambia,12/31/2007,34464.89876,127441.4367,138471.7324,310870.5126,131620.3205
Escambia,12/31/2008,35550.71003,128287.1695,137899.9319,311490.4936,133780.8694
Escambia,12/31/2009,36031.98948,129346.0892,138378.7231,306857.6348,136014.1344
Escambia,12/31/2010,36659.12483,130620.8653,138845.1802,303426.4527,138319.254
Escambia,12/31/2011,37432.37476,129267.426,139299.9394,301200.0957,137955.6423
Escambia,12/31/2012,38470.54564,130129.1954,138728.139,299962.4026,140116.1913
Escambia,12/31/2013,38950.72045,131649.1314,139207.0485,301245.9358,142349.4563
Escambia,12/31/2014,39581.50721,133383.5155,139676.7169,303756.4722,144654.5759
Escambia,12/31/2015,40559.94659,132487.6215,140141.919,307477.443,144290.9643
Escambia,12/31/2016,41805.31444,133798.6842,140429.6962,312203.7393,146451.5133
Escambia,12/31/2017,43112.84919,135322.4009,141765.7165,313537.5171,148684.7782
Escambia,12/31/2018,44566.7409,137058.0263,143089.4027,316073.3241,150989.8978
Escambia,12/31/2019,46167.35076,136162.1323,144401.3911,319813.951,150626.2862
Escambia,12/31/2020,48035.14831,137473.195,144689.1682,324548.9555,152786.8352
Escambia,12/31/2021,49342.68306,138996.9118,146025.1886,325882.7334,155020.1002
Escambia,12/31/2022,50796.57477,140732.5371,147348.8748,328418.5403,157325.2198
Escambia,12/31/2023,52397.18463,139836.6432,148660.8631,332159.1673,156961.6081
Escambia,12/31/2024,54264.98219,141147.7059,148948.6403,336894.1718,159122.1571
Escambia,12/31/2025,55572.51693,142671.4226,150284.6607,338227.9496,161355.4221
Escambia,12/31/2026,57026.40865,144407.048,151608.3469,340763.7566,173099.8939
Escambia,12/31/2027,58627.0185,143511.154,152920.3352,344504.3835,176777.8349
Escambia,12/31/2028,60494.81606,144822.2167,153208.1124,349239.388,180631.6203
Escambia,12/31/2029,61802.3508,146345.9334,154544.1328,350573.1659,178879.5387
Escambia,12/31/2030,63256.24252,21518.85993,155867.819,353108.9728,182379.9056
Flagler,12/31/2001,26999.39106,23229.29647,22176.83105,64664.79683,186057.8467
Flagler,12/31/2002,27253.93817,24576.66473,24131.4849,67380.29223,189911.632
Flagler,12/31/2003,27861.55494,24881.87563,25671.78732,70418.5387,188159.5504
Flagler,12/31/2004,28959.83114,26954.9092,26676.5875,73357.83905,191659.9174
Flagler,12/31/2005,28861.55113,28665.34574,29045.24119,75750.6013,195337.8584
Flagler,12/31/2006,29116.09731,30012.71401,30999.89505,78463.71317,199191.6438
Flagler,12/31/2007,29723.71316,30317.92491,32540.19745,81499.08236,197439.5621
Flagler,12/31/2008,30821.98842,32390.95848,33544.99763,84431.54184,200939.9291
Flagler,12/31/2009,30723.70749,34101.39501,35913.65129,86811.48326,204617.8701
Flagler,12/31/2010,30978.25367,35448.76328,37868.29791,89508.52582,208471.6555
Flagler,12/31/2011,31585.86951,35753.7794,39408.21842,92524.81352,206719.5738
Flagler,12/31/2012,32684.23924,37825.61869,40412.05514,95442.06056,210219.9408
Flagler,12/31/2013,32586.10957,39533.50611,42072.21881,97809.55875,213897.8818
Flagler,12/31/2014,32841.56643,40877.46356,43317.83883,100499.504,217751.6672
Flagler,12/31/2015,33450.82895,41179.16056,44148.78837,103512.2004,215999.5855
Flagler,12/31/2016,34550.88014,43247.85451,44441.96201,106425.8807,219499.9525
Flagler,12/31/2017,34454.4119,44953.95142,46100.8865,108793.0928,223177.8935
Flagler,12/31/2018,34710.77076,46296.98006,47345.81116,111483.0381,227031.6789
Flagler,12/31/2019,35320.19929,46597.83945,48176.38439,114495.7345,225279.5972
Flagler,12/31/2020,36420.29222,48666.5334,48469.51091,117409.4148,228779.9642
Flagler,12/31/2021,36323.82398,50372.63031,50128.4354,119776.6269,232457.9052
Flagler,12/31/2022,36580.18284,51715.65895,51373.36007,122466.5722,236311.6906
Flagler,12/31/2023,37189.61138,52016.51834,52203.9333,125479.2686,234559.6089
Flagler,12/31/2024,38289.7043,54085.21229,52497.05982,128392.9489,238059.9759
Flagler,12/31/2025,38193.23606,55791.3092,54155.98431,130760.161,241737.9169
Flagler,12/31/2026,38449.59492,57134.33784,55400.90897,133450.1063,224222.5325
Flagler,12/31/2027,39059.02346,57435.19723,56231.4822,136462.8027,228859.2199
Flagler,12/31/2028,40159.11638,59503.89118,56524.60872,139376.483,233820.5315
Flagler,12/31/2029,40062.64814,61209.98809,58183.53321,141743.6951,231141.2361
Flagler,12/31/2030,40319.007,4694.914831,59428.45788,144433.6404,235450.9785
Franklin,12/31/2001,21732.46394,4703.500942,4818.412766,10958.52322,240087.666
Franklin,12/31/2002,22453.34648,4723.994135,4867.109683,11032.70103,245048.9776
Franklin,12/31/2003,23251.06086,4721.618181,4919.585077,11084.37885,242369.6823
Franklin,12/31/2004,24410.21982,4718.144303,4961.821225,11143.34618,246679.4246
Franklin,12/31/2005,25054.40961,4726.476714,5006.537806,11240.04369,251316.1121
Franklin,12/31/2006,25775.16154,4723.903781,4996.419691,11314.22094,256277.4239
Franklin,12/31/2007,26572.50026,4698.396882,4989.955034,11365.83869,253598.1287
Franklin,12/31/2008,27391.63894,4671.993932,4973.099732,11424.59875,257907.8712
Franklin,12/31/2009,27695.24258,4657.512292,4959.052697,11520.63472,262544.5588
Franklin,12/31/2010,28075.46,4654.937735,4948.80956,11593.85266,267505.8705
Franklin,12/31/2011,28532.50927,4629.430832,4942.33885,11644.34789,264826.5753
Franklin,12/31/2012,29350.06979,4603.027839,4925.466406,11702.08467,269136.3178
Franklin,12/31/2013,29653.59447,4588.546158,4890.878513,11797.55414,273773.0054
Franklin,12/31/2014,30033.82867,4585.971241,4860.070311,11870.5039,278734.3172
Franklin,12/31/2015,30490.95244,4560.463979,4833.039917,11920.95368,276055.0221
Franklin,12/31/2016,31308.763,4534.060664,4795.562533,11978.6896,280364.7646
Franklin,12/31/2017,31612.60966,4519.57866,4760.94976,12074.15907,285001.4522
Franklin,12/31/2018,31993.14905,4517.003739,4730.140885,12147.10884,289962.764
Franklin,12/31/2019,32450.5203,4491.496474,4703.110488,12197.55861,287283.4689
Franklin,12/31/2020,33268.40368,4465.093159,4665.633103,12255.29454,291593.2114
Franklin,12/31/2021,33572.25033,4450.611155,4631.020331,12350.764,296229.899
Franklin,12/31/2022,33952.78973,4448.036234,4600.211456,12423.71377,301191.2108
Franklin,12/31/2023,34410.16097,4422.528969,4573.181059,12474.16354,298511.9156
Franklin,12/31/2024,35228.04435,4396.125654,4535.703674,12531.89947,302821.6582
Franklin,12/31/2025,35531.89101,4381.64365,4501.090901,12627.36893,307458.3458
Franklin,12/31/2026,35912.4304,4379.068729,4470.282027,12700.3187,83717.21615
Franklin,12/31/2027,36369.80165,4353.561464,4443.251629,12750.76847,84785.71467
Franklin,12/31/2028,37187.68503,4327.158149,4405.774245,12808.5044,85996.6078
Franklin,12/31/2029,37491.53168,4312.676145,4371.161472,12903.97387,86335.55264
Franklin,12/31/2030,37872.07108,19645.34947,4340.352598,12976.92363,87261.40367
Gadsden,12/31/2001,24011.67657,19488.20781,20413.21838,45749.8445,88329.9022
Gadsden,12/31/2002,24999.44789,19301.50577,20379.04355,46118.36856,89540.79532
Gadsden,12/31/2003,25991.46507,19176.68988,20248.51021,46605.82453,89879.74016
Gadsden,12/31/2004,26714.25993,19049.1187,20321.42382,47350.49876,90805.59119
Gadsden,12/31/2005,27697.3748,18891.97704,20383.65127,47600.48327,91874.08972
Gadsden,12/31/2006,28685.14612,18705.27497,20349.47644,47969.00479,93084.98285
Gadsden,12/31/2007,29677.15375,18580.45416,20218.70635,48455.7568,93423.92769
Gadsden,12/31/2008,30399.17733,18452.87809,20281.64368,49194.12079,94349.77872
Gadsden,12/31/2009,30867.8434,18295.73153,20152.32152,48811.86316,95418.27725
Gadsden,12/31/2010,31340.45208,18109.02459,19926.56438,48547.73093,96629.17038
Gadsden,12/31/2011,31817.30663,17984.20378,19604.43919,48402.5306,96968.11523
Gadsden,12/31/2012,32023.52743,17856.62771,19485.23606,48512.81525,97893.96627
Gadsden,12/31/2013,32491.47967,17699.66723,19355.87166,48130.14483,98962.46481
Gadsden,12/31/2014,32964.37793,17513.14687,19130.10499,47866.01259,100173.358
Gadsden,12/31/2015,33442.19247,17388.60932,18807.97981,47720.81226,100512.3028
Gadsden,12/31/2016,34191.06628,17261.31572,18688.80444,47830.39982,101438.1538
Gadsden,12/31/2017,35201.79147,17104.45164,18559.68,47446.86083,102506.6524
Gadsden,12/31/2018,36217.17311,16918.02717,18334.15329,47181.86002,103717.5455
Gadsden,12/31/2019,37236.80062,16793.48962,18012.26806,47035.79111,104056.4904
Gadsden,12/31/2020,37987.28144,16666.19603,17893.30554,47145.2048,104982.3414
Gadsden,12/31/2021,38998.00663,16509.33195,17764.1811,46761.66581,106050.84
Gadsden,12/31/2022,40013.38827,16322.90748,17538.65439,46496.665,107261.7331
Gadsden,12/31/2023,41033.01578,16198.36993,17216.76916,46350.5961,107600.678
Gadsden,12/31/2024,41783.4966,16071.07633,17097.80663,46460.00978,108526.529
Gadsden,12/31/2025,42794.22179,15914.21225,16968.6822,46076.4708,109595.0275
Gadsden,12/31/2026,43809.60343,15727.78778,16743.15548,45811.46999,101137.2497
Gadsden,12/31/2027,44829.23094,15603.25023,16421.27025,45665.40108,105183.2838
Gadsden,12/31/2028,45579.71176,15475.95664,16302.30773,45774.81477,109321.6591
Gadsden,12/31/2029,46590.43695,15319.09255,16173.18329,45391.27578,109905.7063
Gadsden,12/31/2030,47605.81859,6799.896836,15947.65658,45126.27497,113858.2965
Gilchrist,12/31/2001,23681.9154,6770.846789,7183.993395,14680.62732,117904.3306
Gilchrist,12/31/2002,23791.69502,6772.812539,7149.098581,15054.63816,122042.7059
Gilchrist,12/31/2003,24307.10974,6783.335784,7147.404471,15465.26433,122626.7532
Gilchrist,12/31/2004,26690.12423,6723.283062,7185.423018,15948.54019,126579.3434
Gilchrist,12/31/2005,26394.94073,6694.233013,7117.352079,16286.98597,130625.3775
Gilchrist,12/31/2006,26504.72033,6696.19876,7082.454212,16661.00932,134763.7528
Gilchrist,12/31/2007,27020.13504,6706.722001,7080.686715,17071.64723,135347.8
Gilchrist,12/31/2008,29403.1495,6646.669276,7118.631288,17256.02813,139300.6355
Gilchrist,12/31/2009,29107.96597,6617.619225,7050.486578,17240.15382,143346.9148
Gilchrist,12/31/2010,29217.74555,6619.584971,7015.497888,17092.51547,147485.5353
Gilchrist,12/31/2011,29733.16017,6630.108212,7013.709902,16982.41028,148069.8284
Gilchrist,12/31/2012,32116.17458,6570.055489,7051.634317,16957.23829,152022.6638
Gilchrist,12/31/2013,31821.0644,6541.005597,6983.469502,16879.01897,156068.9432
Gilchrist,12/31/2014,31930.97386,6542.971504,6948.480812,16836.53757,160207.5637
Gilchrist,12/31/2015,32446.92706,6553.495374,6946.692827,16830.76506,160791.8568
Gilchrist,12/31/2016,34831.12398,6493.443277,6984.617243,16896.78923,164744.6922
Gilchrist,12/31/2017,34537.94214,6464.393854,6916.45243,17163.38004,168790.9716
Gilchrist,12/31/2018,34649.72343,6466.360228,6881.463741,17465.54842,172929.5921
Gilchrist,12/31/2019,35167.13979,6476.884097,6879.675757,17804.33212,173513.8852
Gilchrist,12/31/2020,37552.16138,6416.832,6917.600173,18215.56867,177466.7206
Gilchrist,12/31/2021,37258.97954,6387.782577,6849.43536,18482.15949,181513
Gilchrist,12/31/2022,37370.76083,6389.74895,6814.446672,18784.32786,185651.6205
Gilchrist,12/31/2023,37888.17719,6400.27282,6812.658687,19123.11157,186235.9136
Gilchrist,12/31/2024,40273.19877,6340.220723,6850.583103,19534.34812,190188.749
Gilchrist,12/31/2025,39980.01694,6311.171299,6782.41829,19800.93893,194235.0284
Gilchrist,12/31/2026,40091.79822,6313.137673,6747.429602,20103.10731,89635.56061
Gilchrist,12/31/2027,40609.21458,6323.661543,6745.641617,20441.89101,92210.26331
Gilchrist,12/31/2028,42994.23617,6263.609445,6783.566033,20853.12757,94950.80949
Gilchrist,12/31/2029,42701.05433,6234.560022,6715.40122,21119.71838,94123.62377
Gilchrist,12/31/2030,42812.83562,4183.373239,6680.412532,21421.88676,96531.40621
Glades,12/31/2001,23209.56962,4251.579911,4480.828641,10365.35717,99106.10891
Glades,12/31/2002,24533.21366,4308.686152,4546.666708,10562.21345,101846.6551
Glades,12/31/2003,25735.55911,4272.621396,4600.108769,10748.72889,101019.4694
Glades,12/31/2004,27004.46531,4351.885962,4580.716734,10857.95307,103427.2518
Glades,12/31/2005,28449.46641,4420.092631,4658.916471,11065.08595,106001.9545
Glades,12/31/2006,29773.11032,4477.198871,4724.754534,11261.94223,108742.5007
Glades,12/31/2007,30975.34455,4441.134115,4778.196595,11448.45766,107915.315
Glades,12/31/2008,32243.33846,4520.398681,4758.804561,11557.68185,110323.0974
Glades,12/31/2009,33425.67349,4588.605351,4837.003613,11764.81472,112897.8001
Glades,12/31/2010,34485.6815,4645.711583,4902.834128,11961.66379,115638.3463
Glades,12/31/2011,35423.56817,4609.636216,4956.225989,12147.7494,114811.1605
Glades,12/31/2012,36427.09344,4688.890169,4936.702349,12255.88024,117218.943
Glades,12/31/2013,37607.43868,4757.086223,5014.716045,12460.94729,119793.6457
Glades,12/31/2014,38666.42688,4814.181845,5080.366739,12655.34681,122534.1919
Glades,12/31/2015,39604.11647,4778.106443,5133.62142,12838.99515,121707.0061
Glades,12/31/2016,40607.64175,4857.360391,5114.041491,12945.121,124114.7886
Glades,12/31/2017,41787.98701,4925.556444,5192.053847,13149.07775,126689.4913
Glades,12/31/2018,42846.97522,4982.652067,5257.70453,13342.75791,129430.0375
Glades,12/31/2019,43784.66483,4946.576664,5310.959211,13526.09722,128602.8517
Glades,12/31/2020,44788.19011,5025.830612,5291.379282,13632.13657,131010.6342
Glades,12/31/2021,45968.53537,5094.026665,5369.391638,13836.09333,133585.3369
Glades,12/31/2022,47027.52359,5151.122288,5435.042322,14029.77348,136325.8831
Glades,12/31/2023,47965.2132,5115.046885,5488.297002,14213.11279,135498.6973
Glades,12/31/2024,48968.73848,5194.300833,5468.717074,14319.15215,137906.4798
Glades,12/31/2025,50149.08374,5262.496886,5546.72943,14523.1089,140481.1825
Glades,12/31/2026,51208.07195,5319.592509,5612.380113,14716.78906,140701.4283
Glades,12/31/2027,52145.76156,5283.517106,5665.634794,14900.12837,144739.7703
Glades,12/31/2028,53149.28684,5362.771054,5646.054865,15006.16772,148991.9224
Glades,12/31/2029,54329.6321,5430.967106,5724.067221,15210.12448,148698.8496
Glades,12/31/2030,55388.62032,5766.675071,5789.717905,15403.80463,152521.9968
Gulf,12/31/2001,25632.7542,5761.282612,6109.05584,16340.97951,156560.3389
Gulf,12/31/2002,26187.6655,5717.048851,6102.859955,16149.32328,160812.491
Gulf,12/31/2003,27114.07558,5675.868851,6051.821971,15834.58561,160519.4181
Gulf,12/31/2004,28243.72128,5709.305951,6019.05016,16313.65461,164342.5653
Gulf,12/31/2005,28427.26295,5703.91349,6057.687721,16245.27156,168380.9074
Gulf,12/31/2006,28982.17425,5659.65207,6051.490066,16053.61532,172633.0595
Gulf,12/31/2007,29908.58432,5618.404304,6000.36471,15738.87297,172339.9866
Gulf,12/31/2008,31038.23001,5651.714234,5967.463548,16217.49656,176163.1339
Gulf,12/31/2009,31221.77168,5646.170407,6005.893891,16148.61414,180201.4759
Gulf,12/31/2010,31776.68295,5601.779626,5999.308362,15955.94506,184453.628
Gulf,12/31/2011,32703.09301,5560.441588,5947.695296,15640.179,184160.5552
Gulf,12/31/2012,33832.73868,5593.721083,5914.20952,16118.12181,187983.7024
Gulf,12/31/2013,34016.28048,5588.169879,5952.119518,16048.13255,192022.0444
Gulf,12/31/2014,34571.29757,5543.777353,5945.145072,15854.46748,196274.1965
Gulf,12/31/2015,35499.33878,5502.438153,5893.24104,15537.65681,195981.1237
Gulf,12/31/2016,36631.49359,5535.716488,5859.592416,16014.54341,199804.2709
Gulf,12/31/2017,36818.99087,5530.165263,5897.354885,15943.94242,203842.613
Gulf,12/31/2018,37377.85777,5485.772735,5890.283945,15750.06826,208094.7651
Gulf,12/31/2019,38308.22346,5444.433535,5838.370891,15433.11266,207801.6922
Gulf,12/31/2020,39441.8356,5477.71187,5804.72159,15909.95765,211624.8394
Gulf,12/31/2021,39629.33289,5472.160645,5842.484059,15839.35666,215663.1815
Gulf,12/31/2022,40188.19979,5427.768117,5835.413119,15645.4825,219915.3336
Gulf,12/31/2023,41118.56547,5386.428916,5783.500065,15328.5269,219622.2607
Gulf,12/31/2024,42252.17762,5419.707251,5749.850764,15805.37189,223445.408
Gulf,12/31/2025,42439.6749,5414.156026,5787.613232,15734.7709,227483.75
Gulf,12/31/2026,42998.5418,5369.763498,5780.542292,15540.89674,55104.71872
Gulf,12/31/2027,43928.90749,5328.424297,5728.629238,15223.94114,57067.69549
Gulf,12/31/2028,45062.51963,5361.702632,5694.979937,15700.78613,59155.35049
Gulf,12/31/2029,45250.01692,5356.151407,5732.742406,15630.18514,60426.56325
Gulf,12/31/2030,45808.88382,4197.977065,5725.671466,15436.31098,62264.63016
Hamilton,12/31/2001,31915.82887,4200.273567,4387.561271,13745.93174,64227.60693
Hamilton,12/31/2002,32291.30952,4277.688977,4397.568334,13879.71636,66315.26192
Hamilton,12/31/2003,32102.86791,4356.022791,4482.554705,14082.91788,67586.47469
Hamilton,12/31/2004,34105.67682,4283.208616,4648.815011,14284.90562,69424.54159
Hamilton,12/31/2005,35045.60036,4285.213097,4583.868284,14349.15522,71387.51837
Hamilton,12/31/2006,35421.08098,4362.140679,4593.875353,14482.93984,73475.17337
Hamilton,12/31/2007,35232.63934,4439.588024,4678.861723,14685.68478,74746.38613
Hamilton,12/31/2008,37235.44821,4346.993574,4845.122026,14798.30233,76584.45304
Hamilton,12/31/2009,38175.37173,4329.361245,4780.175291,14773.36892,78547.43281
Hamilton,12/31/2010,38550.85232,4386.679035,4790.122488,14782.71002,80635.0908
Hamilton,12/31/2011,38362.41067,4444.844449,4874.8643,14760.21031,81906.30658
